state,cod6,cluster,prob,rank,risk_cat,variable,correlation
SP,351080,0,0.88426185,68,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,350330,0,0.8840469,69,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,352480,0,0.8798522,70,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,352690,0,0.879593,71,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351960,0,0.8795008,72,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,352410,0,0.87819564,73,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,353300,0,0.87777907,74,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351370,0,0.87704,75,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,354020,0,0.8761138,76,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,355450,0,0.8759403,77,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,352044,0,0.8749701,78,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,353430,0,0.87457573,79,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351240,0,0.87392783,80,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351200,0,0.8738824,81,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,355410,0,0.87141365,82,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,350300,0,0.8696619,83,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,355400,0,0.8690929,84,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,355710,0,0.8689096,85,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351905,0,0.867769,86,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,355240,0,0.8668384,87,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,353050,0,0.86558276,88,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351820,0,0.86504567,89,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,352470,0,0.8650062,90,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351550,0,0.8627827,91,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351310,0,0.8624089,92,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,352230,0,0.86078197,93,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,353110,0,0.85902184,94,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,353670,0,0.8577667,95,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,354075,0,0.8565708,96,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,350460,0,0.8565381,97,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351840,0,0.85509807,98,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,350700,0,0.85440564,99,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,352340,0,0.85424453,100,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351907,0,0.8537252,101,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,350740,0,0.8512812,102,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,355010,0,0.8500392,103,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,355070,0,0.84963214,104,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,350410,0,0.847947,105,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,354640,0,0.84785366,106,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351150,0,0.8473407,107,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,350450,0,0.84625685,108,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,353740,0,0.8439763,109,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351410,0,0.84396756,110,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,353475,0,0.84396756,111,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,350780,0,0.8438903,112,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,354450,0,0.8437158,113,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,354910,0,0.8437014,114,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,350520,0,0.84232414,115,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,353350,0,0.8422604,116,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,354260,0,0.8419888,117,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,355370,0,0.8418707,118,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,352440,0,0.8415231,119,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,350010,0,0.8371926,120,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,353190,0,0.8352643,121,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,355500,0,0.83409363,122,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,350400,0,0.8328282,123,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351670,0,0.8325113,124,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,350250,0,0.8324443,125,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351860,0,0.83231664,126,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,354000,0,0.83149433,127,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,350940,0,0.83095515,128,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,353010,0,0.82937133,129,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351350,0,0.8264081,130,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,352760,0,0.8253647,131,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351880,0,0.8251148,132,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,354150,0,0.82422584,133,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,353900,0,0.8237983,134,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,354770,0,0.82334125,135,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,352450,0,0.82310796,136,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,355150,0,0.82184637,137,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351340,0,0.8217583,138,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,350480,0,0.81905925,139,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,352670,0,0.81855303,140,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351790,0,0.81780773,141,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351130,0,0.81756425,142,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,352270,0,0.8174625,143,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351210,0,0.8155457,144,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,352130,0,0.81535584,145,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,354490,0,0.8150601,146,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,352800,0,0.8148047,147,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,350530,0,0.8146237,148,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,353760,0,0.8135278,149,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,353920,0,0.8134328,150,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,354690,0,0.81232876,151,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,350635,0,0.8120813,152,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,350850,0,0.81181514,153,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,354970,0,0.8108615,154,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,350750,0,0.8071732,155,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,355630,0,0.80674183,156,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,352210,0,0.8066112,157,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351940,0,0.80655515,158,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,351870,0,0.8064345,159,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,353890,0,0.80630267,160,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,354750,0,0.80594194,161,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,350880,0,0.8051272,162,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,355535,0,0.8046429,163,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,355560,0,0.80324674,164,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,355715,0,0.80305415,165,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,353950,0,0.8021189,166,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,354240,0,0.8015724,167,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,353440,0,0.80014503,168,Very High,Fundamentos do Bem-estar,0.5288468482501666
SP,355030,0,0.98904604,1,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,350590,0,0.967584,2,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,354850,0,0.9597687,3,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,355670,0,0.9588409,4,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,354980,0,0.9546792,5,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,350550,0,0.95338196,6,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,351620,0,0.94663596,7,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,353470,0,0.9464516,8,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,355620,0,0.9459592,9,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,350950,0,0.9455028,10,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,350650,0,0.9450537,11,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,352710,0,0.9413588,12,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,353650,0,0.94123137,13,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,352530,0,0.9375091,14,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,352430,0,0.9362593,15,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,354070,0,0.9342792,16,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,354140,0,0.9341222,17,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,354340,0,0.9321102,18,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,353080,0,0.93051565,19,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,350280,0,0.92990345,20,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,352570,0,0.9294511,21,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,352050,0,0.92892617,22,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,353340,0,0.92456686,23,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,350190,0,0.92308086,24,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,354890,0,0.9208708,25,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,352930,0,0.920478,26,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,351110,0,0.9190217,27,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,353870,0,0.9182152,28,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,353930,0,0.9179174,29,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,353730,0,0.91511095,30,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,351050,0,0.91434354,31,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,354390,0,0.91431415,32,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,353130,0,0.91415393,33,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,354940,0,0.9132926,34,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,355220,0,0.91096604,35,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,352260,0,0.9107311,36,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,352590,0,0.9106444,37,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,354360,0,0.90836674,38,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,352900,0,0.90828717,39,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,354670,0,0.9061466,40,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,353030,0,0.9055557,41,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,351440,0,0.9053269,42,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,355340,0,0.90516937,43,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,352390,0,0.9037526,44,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,350320,0,0.90356266,45,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,352680,0,0.9025861,46,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,355100,0,0.90106815,47,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,350210,0,0.89958954,48,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,350600,0,0.89955354,49,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,354580,0,0.8989712,50,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,355170,0,0.89880383,51,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,354100,0,0.89872336,52,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,354130,0,0.8986941,53,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,351518,0,0.8984529,54,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,354990,0,0.8970512,55,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,354060,0,0.89671695,56,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,351740,0,0.89634866,57,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,352730,0,0.8958081,58,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,352510,0,0.8953914,59,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,350160,0,0.89443195,60,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,350790,0,0.8919769,61,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,353390,0,0.89098984,62,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,350570,0,0.8881535,63,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,354880,0,0.8878511,64,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,353070,0,0.8871972,65,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,350610,0,0.88680714,66,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,354660,0,0.8855789,67,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,351080,0,0.88426185,68,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,350330,0,0.8840469,69,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,352480,0,0.8798522,70,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,352690,0,0.879593,71,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,351960,0,0.8795008,72,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,352410,0,0.87819564,73,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,353300,0,0.87777907,74,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,351370,0,0.87704,75,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,354020,0,0.8761138,76,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,355450,0,0.8759403,77,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,352044,0,0.8749701,78,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,353430,0,0.87457573,79,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,351240,0,0.87392783,80,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,351200,0,0.8738824,81,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,355410,0,0.87141365,82,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,350300,0,0.8696619,83,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,355400,0,0.8690929,84,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,355710,0,0.8689096,85,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,351905,0,0.867769,86,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,355240,0,0.8668384,87,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,353050,0,0.86558276,88,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,351820,0,0.86504567,89,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,352470,0,0.8650062,90,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,351550,0,0.8627827,91,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,351310,0,0.8624089,92,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,352230,0,0.86078197,93,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,353110,0,0.85902184,94,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,353670,0,0.8577667,95,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,354075,0,0.8565708,96,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,350460,0,0.8565381,97,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,351840,0,0.85509807,98,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,350700,0,0.85440564,99,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,352340,0,0.85424453,100,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
SP,351907,0,0.8537252,101,Very High,Esgotamento Sanitário Adequado,0.5182109240312321
